,id,label,text
10,autos-101568,autos,"From: silver@xrtll.uucp (Hi Ho Silver)
Subject: Re: Who was   or   what is   MIATA, as used in the Mazda Miata?
Organization: What you won't find on my desk.
Lines: 20

Sayeth sjwyrick@lbl.gov (Steve Wyrick):
$Anybody keeping track of how many of these there are?  So far I have
$Miata, Tredia, Previa, Sentra, Maxima, Altima, Camry, and Justy, not to
$mention Lexus, Acura and Infiniti!  

   You're apparently including names that are, or appear to be,
derivatives of real words in English or some other language (e.g.
Acura, Infiniti, Maxima, Altima), in which case you missed ones such
as Integra, Supra, Allante', Capri and Calibra.  In Canada, add Serenia and
Precidia.  If you count misspellings, add Protege and (in Canada)
Vigor.  How about the forthcoming Mondeo, if it is given that name
in North America?

   Others might include Celica, Corolla, Paseo, and Tercel.  In Canada,
add Asu""na.
-- 
|I know that sometimes my jaw clicks when I eat.  Void where prohibited.|
|Have you seen this boy?  Lust never sleeps.  I say hurl.  Honey, I'm   |
|home. _________________________________________________________________|
|_____/ silver@bokonon.UUCP    ...!{uunet|becker|xrtll}!bokonon!silver  |
"
11,autos-103111,autos,"From: wrat@unisql.UUCP (wharfie)
Subject: Re: Where can I get a New York taxi?
Distribution: na
Organization: UniSQL, Inc., Austin, Texas, USA
Lines: 20

In article <15631@ncrcan.Canada.NCR.CA> tnelson@ncrcan.Canada.NCR.CA (Tim Nelson) writes:
>The older NY taxis were made by the Checker Car Company, and I would love
>to have one.
>Or, is the Checker Car Company still in business?

	Checker Motors went out of business in 1982.  It's hard to get
old Checkers that are worth restoring, since almost every one was
a fleet vehicle that was driven into the ground.  If you can get a 
body in decent shape the mechanicals should all be available _somewhere_ - 
Checker used whatever parts were around.  For instance, I had a Chevy
straight six and a GMC Truck radiator and a Ford rear in mine.

>
>The model that I am looking for is the Checker Marathon.

	Actually, you want a Checker Special if you can find one.

	Good luck.  I'm sorry I let mine go...


"
12,autos-103035,autos,"From: bobml@mxmsd.msd.measurex.com (Bob LaGesse)
Subject: Re: Changing oil by self.
Reply-To: bobml@msd.measurex.com
Organization: Measurex MSD
Distribution: mxmsd
Lines: 26

In article <1993Apr15.193712.25996@news.cs.brandeis.edu>, andyh@chaos.cs.brandeis.edu (Andrew J. Huang) writes:
> In article <1993Apr15.020356.28944@magnus.acs.ohio-state.edu> sorlin@magnus.acs.ohio-state.edu (Steven J Orlin) writes:
> >I take the electrodes of the Amp/Ohm/Volt meter whatever and connect one
> >to each earlobe.  Then, symmetrically insert my fingers in each of the
> >spark plug boots. No cheating guys!  both hands must be used!
> 
> I have just a couple of questions about this technique.
> 
> First, what firing order should I use?  Do I start with my pointer
> finger or my pinky?  Left hand or right?
> 
> And secondly, I have a 12cyl and there are two cylinders unaccounted
> for.  Any suggestions?
> 
> /andy
> 
 
How about your two big toes?  And while you're at it, why bother with removing
the drain plug when you could remove the dipstick instead and suck it out from
there with your mouth and then spit it out?

-- 
Domain: bobml@msd.measurex.com    Bob LaGesse, Senior Software Engineer
  UUCP: ...!uunet!mxmsd!bobml     Measurex/Management Systems Division
 Voice: (513) 825-3931 X303       1280 Kemper Meadow Drive
   Fax: (513) 825-5393            Cincinnati, Ohio 45240, USA
"
13,autos-102903,autos,"From: alung@megatest.com (Aaron Lung)
Subject: Re: Changing oil by self.rist, another dealer service scam...
Organization: Megatest Corporation
Lines: 25

In article <1qk5m9$pbe@news.ysu.edu> ak296@yfn.ysu.edu (John R. Daker) writes:
>>
>>I was worried about someone stealing my oil once also. I finally 
>>decided to just have my drain plug welded shut. It works great !
>>I figure that when I add three or four quarts when the oil light
>>comes on every month or so that it's just as good or better than
>>the old wives tale of changing the oil AND filter every 3000 miles.
>>Works for me, I must say. 
>>
>
>I did the same thing to my drain plug for the same reasons.  I was wondering
>how you filled your crankcase though as I welded my hood shut also out of fear
>that somebody might steal my air-filter.

Oh come on, Silly, all you have to do is cut a hole in your hood and 
put a tube there so you can get to the oil fill hole.  What do you
think all those big air intake things are for on those hot-rod cars?
They're just for looks only...little does anyone know, they provide
access to the oil-fill hole.

Well, over where we live, we have problems with vandals stealing 
people's wheels.  Those locking nuts didn't stop them.  So to be
safe and sure, I welded the lug nuts to my wheels together.  It
works, serious!  I haven't had my wheels stolen yet!
.
"
14,autos-101637,autos,"From: Sang-Yoon Oh <so0z+@andrew.cmu.edu>
Subject: Re: Jeep Grand vs. Toyota 4-Runner
Organization: Junior, Mechanical Engineering, Carnegie Mellon, Pittsburgh, PA
Lines: 29
	<C51Hn0.2JI@world.std.com>
NNTP-Posting-Host: po2.andrew.cmu.edu
In-Reply-To: <C51Hn0.2JI@world.std.com>

>In article <1pq29p$29p@seven-up.East.Sun.COM>
jfox@hooksett.East.Sun.COM >writes:
>>
>>Any reason you are limited to the two mentioned? They aren't really at
>>the same point along the SUV spectrum - not to mention price range.
>>How about the Explorer, Trooper, Blazer, Montero, and if the budget
>>allows, the Land Cruiser? 
> 
>Any advice on HOW to buy a Land Cruiser? My local Toyota dealer says they
>get two a year, and if I want one I can just get on the waiting list.
>Forget about a test drive or even kicking the tires.
>And if they are that rare, I doubt there is much of a parts inventory on
hand.

Land Crusier is just simply nice with shit-load of power and room.
Fully stocked, it cost ~$40,000.  I think it is worth the money.
Only problem is when you get into accident(it doesn't usually break down
unless you forget to get a oil change for 30000 miles or something
stupid like this), body parts and other parts are very hard to locate. 
Parts are over priced also.  One of my friend had accident in past snow
storm and he is still waiting for front bumper and passenger side fender.

Well, if you test drive Land Cruiser, all other SUV look like toys.
One of magazine writer called it ""Land Bruiser"".  

If you have $40,000 to spare for SUV, get Land Cruiser and forget Lange Rover.

--Sang

"
15,autos-102740,autos,"From: sawicki@naspac.tc.faa.gov (Michael J. Sawicki CTA)
Subject: Regal fiberglass parts ??
Organization: FAA Technical Center, Pomona, NJ	
Lines: 10
Distribution: world
NNTP-Posting-Host: haydn.faa.gov
Summary: Regal Fiberglass parts ??
Keywords: Regal Fiberglass parts ??

 I have a 1982 Regal and I am interested in buying
a fiberglass hood, trunk, and bumpers for it.  Does anybody
know of a company who makes fiberglass parts for Regals ??


		Thanks in advance,


			-Mike

"
16,autos-103107,autos,"From: jburrill@boi.hp.com (Jim Burrill)
Subject: Re: Squeekin' Windows
Distribution: usa
Organization: Idaho River Country, The Salmon, Payette, Clearwater, Boise, Selway, Priest.
X-Newsreader: TIN [version 1.1.8 PL6]
Lines: 19

arlen.r.martin (arm1@cbnewsm.cb.att.com) wrote:
: Consumer Reports once wrote about the S-10 Blazer that it ""shook and rattled
: like a tired taxi cab"".  There is one noise that is expecially irritating -
: the back window squeaks.  I believe its because the whole tailgate assembly
: and window are not solid.  Anyway, has anyone had the same problem, and have
: you found any fixes?
:

I can relate to this. I've tried everything on my 86, greasing every point,
WD40, etc. Grease on the two cheap hinges on the tailgate seems to quiet it
down for a time, until the grease works out of the hinges. (Hinge pins appear
to be made out of 16 penny nails!) 

Another vibration seems to get worse with age, and that is a vibration in the
transmission in 4th gear. My S10 has 59K miles on it. I bought it new, treated
it very easily, no fast off-road stuff. Can't GM build Chevies like they used
to? Ford Explorers look nice, until you look at the price.

Jim Burrill
"
17,autos-103307,autos,"From: sgs1679@ucs.usl.edu (Sudhindranath Sira G)
Subject: HELP!!!! (Mercury Capri Query).
Keywords: Gas mileage, High idling, Carburettor, Tune-up.
Organization: Univ. of Southwestern La., Lafayette
Distribution: usa
Lines: 34

Hi Folks,

I recently bought a 1981 Mercury Capri (my first car ever!).
I have noticed a few problems with the car :

	1. It gives very low gas mileage (something like
           11 miles / gallon ; I hear other car owners speak of
           gas-mileage figures like 25 miles/gallon (wow!) etc.).

	2. When I start the car, it goes into high idling (something
           like 1500 (or is it 15000 ?) rpm. After driving 4 or 5 miles, 
           it comes down to 300 (or 3000?) rpm. 

I would like to know if there is any way by which I can fix these
problems. Or is it natural for an old car like this ? (it has
done about 117,000 miles). Someone suggested that I change/rebuild/
recondition the carburettor. I am not prepared to do it
unless I am sure it will fix the problem. And yes, I got the
car tuned-up recently (within the last 200 miles or so).

Please let me know if you have any suggestions. Please respond
by email since I don't scan this newsgroup regularly.

Thanks.

Regards,

--Sudhi.

-- 
Sira Gopinath Sudhindranath. email : sudhi@ucs.usl.edu.

""Is he one of us or is he one of them ?"" ---- so ask small-minded men.
Those of noble mind think the entire world as their family. [Hitopadesha]
"
18,autos-103747,autos,"From: zorro@picasso.ocis.temple.edu (John Grabowski)
Subject: Re: Taurus/Sable rotor recall
Organization: Temple University
Lines: 23
Nntp-Posting-Host: picasso.ocis.temple.edu
X-Newsreader: TIN [version 1.1 PL9]

Antonio L. Balsamo (Save the wails) (balsamo@stargl.enet.dec.com) wrote:

: From: OPDBS@vm.cc.latech.edu
: Subject: Taurus/Sable rotor recall

:        My '92 Taurus GL with only 26k on the clock also has rotor warp.
:    Apparently they HAVEN'T fixed the problem yet.  But try convincing the Ford
:    service person to fix it for free...Right!!!

:    Tony


Gads, I have heard so many horror stories with Taurus and Sable cars!  I thought
these were premium American automobiles.  The way they sell, you'd think so.
Is Ford really no better than in the late '70s when it was turning out tin
cans like the Granada and the Fairmount?  Which would you get, a Taurus or 
a Camry or Accord?


John
zorro@picasso.ocis.temple.edu
zorro@astro.ocis.temple.edu
^^^^^^^^^^^^^^^^^^^^^^^^^^^
"
19,autos-102933,autos,"From: dbernard@clesun.Central.Sun.COM (Dave Bernard)
Subject: Re: Ad said Nissan Altima best seller?
Organization: Sun Microsystems
Lines: 9
Distribution: world
Reply-To: dbernard@clesun.Central.Sun.COM
NNTP-Posting-Host: clesun.central.sun.com

>I too was puzzled by this obvious untruth. What I think is going on is that
>Nissan claims that the Altima is ""the best selling new car namelplate in
>the US"" (I think I have this near verbatim). Lee Iaccoca's statistics
>dept. would have been proud of that sentence.


Note that the Corolla/Prism are also new designs... but hey are not new 
""nameplates.""  I guess Nissan doesn't even sell as many Altimas as
Toyota does Corollas, or there would be no ""nameplate"" qualifier.
"
20,autos-102951,autos,"From: rjwade@rainbow.ecn.purdue.edu (Robert J. Wade)
Subject: Re: '93 Grand Am (4 cyl)
Organization: Purdue University Engineering Computer Network
Lines: 16

In article <HOLCOMB.93Apr19073907@wgermany.ctron.com> holcomb@ctron.com (Edgar W. Ii Holcomb) writes:
>In article <Apr.18.12.24.26.1993.19337@remus.rutgers.edu> wilmott@remus.rutgers.edu (ray wilmott) writes:
>
>   Hi all. A while back I was asking for info about a few different
>   models, the Grand Am being one of them. Response was generally
>   favorable; one thing often repeated was ""go for the V6 for some
>   real power"". Point well taken, but...does anybody have any input
>   on the 4 cylinders (both the standard OHC, and the ""Quad 4"")?
>Ray,
>
>The High-Output Quad 4 delivers 175 hp (185 for the WF41 Quad 4), whereas
>the 3.1L V6 offered in the Grand Am delivers 140 hp.  I own a Beretta GTZ

ooppss...the v6 in the grand am is the 3.3. litre, not the 3.1.  the 3.3 is
a downsized version of buicks 3.8 litre v6.  the 3.1 v6 goes in the beretta 
and corsica.
"
21,autos-103015,autos,"From: bob1@cos.com (Bob Blackshaw)
Subject: Re: Dumbest automotive concepts of all time
Organization: Corporation for Open Systems
Distribution: na
Lines: 21

In <1993Apr15.040118.29272@slcs.slb.com> dcd@se.houston.geoquest.slb.com (Dan Day) writes:

>In article <C5HHGM.1rM@constellation.ecn.uoknor.edu> callison@uokmax.ecn.uoknor.edu (James P. Callison) writes:
>>In article <1993Apr13.215605.26252@slcs.slb.com> dcd@se.houston.geoquest.slb.com (Dan Day) writes:
>>>
>>>How about those really ugly fake wheel compartments stuck onto the
>>>trunk or side (or both sides!) of some tacky luxury cars?
>>
>>Some of 'em aren't fake (if you're talking about the Continental kit,
>>named after the Lincoln Continental, the first car to sport one). I
>>personally would _love_ to have a '56 T-Bird with a Continental kit
>>(and the supercharged V-8 :-); that is one of the most beautiful
>>cars ever built, IMHO.

I'd go for a '39 Lincoln Continental if I could find one. Sad part is
that Edsel Ford designed it, and look at the abortion they named after
him. Ain't no justice.


>Okay, I'll admit it looks nice on the T-Bird (as a previous owner
>of 1967 and 1968 Thunderbirds, I'm biased anyway).
"
22,autos-103367,autos,"From: jkjec@westminster.ac.uk (Shazad Barlas)
Subject: Re: Improvements in Automatic Transmissions
Organization: University of Westminster
Lines: 5

I just wanted to know:

To wheelspin in an auto, you keep the gear in N - gas it - then stick the 
gear in D... I've never tried this but am sure it works - but does this screw 
up the autobox? We're having a bit of a debate about it here...
"
23,autos-101589,autos,"From: swdwan@napier.uwaterloo.ca (Donald Wan)
Subject: just testing
Organization: University of Waterloo
Lines: 3

hello testing


"
24,autos-103230,autos,"From: rjwade@rainbow.ecn.purdue.edu (Robert J. Wade)
Subject: Re: Saturn's Pricing Policy
Organization: Purdue University Engineering Computer Network
Lines: 22

In article <1qn19m$c9s@vela.acs.oakland.edu> mje@pookie.pass.wayne.edu writes:
>I just ordered a Saturn SL1 after considering a few imports. Frankly, the Saturn
>
stuff deleted...

>Saturn also has a good extended warranty program; $675 for 6 year/60K miles, 
>fully refunded if you don't use it. That works out to an actual cost of $170 or
>so, based on the 6 year treasury rates. Using savings account rates it's more
>like $120. In the first three years it also buys you free rental during any
>warranty work, without counting against the refund.
>--mike
>
in general extended warranties are a ripoff.  this 6yr/60k is really only
3yr/24k because you get the 3yr/36k one *free* with the car.  also, is there
perhaps a deductible you pay each and every time you use the warranty?
also, are certain items excluded from coverage on the extended warranty?
and if you use it at year 4 for some 60 buck job and pay a 50 deduct and then
you have used it so no refund ever!
again, extended warranties are ripoff, high profit items for the dealer.
>


"
25,autos-102862,autos,"From: dchamber@b15news.b15.ingr.com (Doug Chamberlain)
Subject: Re: Cherokee v. Explorer
Organization: Intergraph Corporation, Huntsville, AL
Lines: 42

jcksnste@ACF1.NYU.EDU writes:

>Hi All,
>  Brand new to the group, so please, no flames!

>Honest opinions on Jeep Cherokee Country (not Sport) v. Ford Explorer.

>My stepfather, who ponders every major decision up to four months AFTER
>making it, is looking at one of the two.  Also, please comment on the
>importance, if any, between 4WD and 2WD.  We live in Princeton, NJ and
>will barely ever take it off road.  We learned with this last winter that
>we could really use something with a little more confidence in 20 inches of
>snow than an Olds Cutlass Eighty-Eight!!

>All replies appreciated.. he'll be pondering this for a while.  He's already
>decided on 6 cyl. over 4, so don't worry about that one..

>Thanks!

>-->Steve

  I own a new ford Explorer, I really love it!
I drove the Jeep and besides the power I just didn't see
spending the money for it! The Jeep was great but I just
love the Explorer! I have a 2WD and I got through the blizzard 
of 93 just fine! I drove about 400 miles in the worst part of    
storm and it never faulterd!     My own Opinion  
                                    Doug                  i













>(jcksnste@acf1.nyu.edu)
"
26,autos-101675,autos,"From: kurt@oddjob.uchicago.edu (Kurt Henriksen)
Subject: BRAKE ROTORS...CROSS DRILLING...312 702 8323
Organization: University of Chicago, Astronomy and Astrophysics
Distribution: na
Lines: 1


"
27,autos-102784,autos,"From: hagenjd@wfu.edu (Jeff Hagen)
Subject: BMW's new plant in Greer, SC
Organization: Wake Forest University
Lines: 8
NNTP-Posting-Host: ac.wfunet.wfu.edu


Is anyone reading this message involved with the new BMW plant?
(does BMW corporate even have a net-connection?)

desperately seeking info,
Jeff Hagen
hagenjd@ac.wfu.edu

"
28,autos-102961,autos,"From: jchen@wind.bellcore.com (Jason Chen)
Subject: Re: No-Haggle Deals...Save $$???
Nntp-Posting-Host: wind.bellcore.com
Reply-To: jchen@ctt.bellcore.com
Organization: Bell Communications Research
Distribution: usa
Lines: 2

A local dealer is advertising ""No negotiation necessary!""
Make you wonder...
"
